failure_event_id,asset_id,location_id,event_time,failure_mode,suspected_cause,weather_context,downtime_hours,linked_work_order_id
FE0001396,AST000964,LOC0003,2025-12-24 06:50:29,Water intrusion,Power Quality,Rain,3.52,WO0001896
FE0001397,AST000787,LOC0022,2025-02-08 19:23:39,Motor issue,Improper Adjustment,Clear,9.83,WO0004045
FE0001398,AST000636,LOC0002,2025-11-20 14:41:09,Hydraulic leak,Water Ingress,Rain,9.99,
FE0001399,AST000702,LOC0024,2025-10-27 09:38:40,Insulation breakdown,Water Ingress,Clear,5.61,
FE0001400,AST000711,LOC0019,2025-12-10 03:44:52,Step chain issue,Wear & Tear,Rain,2.93,
FE0001401,AST000580,LOC0011,2024-03-15 12:40:23,Short circuit,Wear & Tear,Clear,7.53,
FE0001402,AST000207,LOC0013,2023-06-17 14:13:57,Brake issue,Design Limitation,Clear,6.35,WO0006088
FE0001403,AST000526,LOC0020,2024-04-30 08:09:16,Motor issue,Wear & Tear,Rain,9.11,
FE0001404,AST000209,LOC0008,2025-04-04 19:07:22,Water intrusion,Design Limitation,Snow,7.03,WO0005096
FE0001405,AST001066,LOC0004,2023-07-06 02:40:46,Track circuit failure,Water Ingress,Clear,5.83,WO0006903
FE0001406,AST001188,LOC0010,2023-01-19 08:05:08,Relay failure,Debris,High Humidity,3.3,WO0000614
FE0001407,AST000991,LOC0017,2024-06-30 02:50:49,HVAC failure,Water Ingress,Rain,6.21,WO0004936
FE0001408,AST000984,LOC0013,2024-08-13 02:44:02,Water intrusion,Wear & Tear,Clear,15.77,
FE0001409,AST000208,LOC0013,2023-05-22 05:47:15,Control board fault,Wear & Tear,Clear,9.61,WO0007821
FE0001410,AST000350,LOC0019,2025-10-04 09:55:41,HVAC failure,Power Quality,Clear,6.77,WO0005126
FE0001411,AST000453,LOC0012,2023-06-05 11:24:04,Heater failure,Water Ingress,Clear,2.41,
FE0001412,AST000650,LOC0003,2025-05-13 03:12:33,Overheating,Power Quality,Rain,2.54,WO0005719
FE0001413,AST000770,LOC0006,2025-03-08 19:28:28,Step chain issue,Vandalism,Clear,6.86,
FE0001414,AST000302,LOC0023,2024-10-07 15:25:47,Brake issue,Water Ingress,Clear,4.75,WO0002301
FE0001415,AST000682,LOC0020,2024-07-23 15:45:22,Motor failure,Water Ingress,Clear,2.25,WO0002375
FE0001416,AST000877,LOC0015,2024-07-19 20:36:51,Propulsion fault,Wear & Tear,Rain,7.05,
FE0001417,AST000267,LOC0005,2025-03-14 21:22:21,Handrail failure,Wear & Tear,Rain,2.74,
FE0001418,AST001098,LOC0007,2025-03-19 06:05:20,Communication loss,Wear & Tear,Clear,2.36,
FE0001419,AST000578,LOC0021,2023-01-13 09:23:15,Trip event,Unknown,Clear,7.97,WO0003535
FE0001420,AST000979,LOC0001,2023-06-30 07:20:47,Alignment issue,Vandalism,Clear,13.14,WO0003745
FE0001421,AST000494,LOC0005,2023-07-01 03:52:38,Bond wire issue,Design Limitation,Snow,1.11,
FE0001422,AST000565,LOC0015,2024-01-25 08:38:34,Door fault,Water Ingress,Clear,1.69,WO0004965
FE0001423,AST000999,LOC0012,2023-10-05 10:45:09,Relay failure,Wear & Tear,Clear,12.51,WO0007865
FE0001424,AST000338,LOC0020,2025-11-20 03:10:54,Relay failure,Water Ingress,Clear,3.47,
FE0001425,AST000171,LOC0019,2024-11-25 01:53:07,Interlocking fault,Wear & Tear,Clear,3.67,WO0004800
FE0001426,AST001141,LOC0008,2023-04-01 21:33:43,Overheating,Wear & Tear,Heat Wave,3.16,
FE0001427,AST000684,LOC0022,2025-12-12 07:48:52,Hydraulic leak,Vandalism,Rain,6.73,WO0003846
FE0001428,AST000414,LOC0012,2025-12-15 23:20:25,Handrail failure,Wear & Tear,Clear,5.78,WO0008601
FE0001429,AST000615,LOC0020,2024-06-30 00:12:37,Trip event,Debris,Clear,14.28,WO0002840
FE0001430,AST000663,LOC0024,2025-04-09 04:17:00,Brake issue,Wear & Tear,High Humidity,14.18,
FE0001431,AST000878,LOC0003,2023-04-22 21:56:26,Handrail failure,Water Ingress,Heat Wave,26.52,
FE0001432,AST001044,LOC0018,2024-07-02 05:47:12,Control board fault,Improper Adjustment,Clear,8.75,WO0007807
FE0001433,AST000388,LOC0003,2023-08-16 08:11:05,Water intrusion,Wear & Tear,Heat Wave,4.76,WO0006143
FE0001434,AST000578,LOC0021,2025-04-03 01:29:09,Trip event,Wear & Tear,High Humidity,0.7,WO0007786
FE0001435,AST000125,LOC0021,2023-01-25 14:24:25,Relay failure,Improper Adjustment,Heat Wave,6.96,WO0002290
FE0001436,AST000967,LOC0020,2025-03-17 19:51:19,HVAC failure,Wear & Tear,Rain,2.78,WO0008620
FE0001437,AST000479,LOC0011,2024-03-23 16:00:10,Propulsion fault,Debris,Clear,4.55,
FE0001438,AST000327,LOC0016,2023-08-01 01:04:28,Vibration high,Wear & Tear,Clear,5.43,WO0002775
FE0001439,AST000846,LOC0006,2025-02-03 11:46:15,Door fault,Wear & Tear,Clear,6.43,WO0008073
FE0001440,AST000807,LOC0019,2024-12-18 14:30:14,Track circuit failure,Water Ingress,Clear,10.26,WO0005350
FE0001441,AST000004,LOC0004,2023-10-02 00:02:38,Relay failure,Wear & Tear,Clear,8.24,
FE0001442,AST000991,LOC0017,2023-03-21 06:33:45,Propulsion fault,Wear & Tear,Clear,20.77,WO0001504
FE0001443,AST000372,LOC0019,2024-12-19 01:56:49,Water intrusion,Wear & Tear,Clear,4.64,WO0000684
FE0001444,AST000927,LOC0023,2024-09-11 06:27:31,Heater failure,Water Ingress,Clear,16.85,WO0001686
FE0001445,AST000559,LOC0024,2024-04-23 08:09:56,Motor issue,Power Quality,Rain,5.6,
FE0001446,AST000310,LOC0014,2023-02-07 09:08:34,Track circuit failure,Unknown,Rain,7.78,WO0000705
FE0001447,AST001121,LOC0025,2024-05-31 14:19:34,Overheating,Improper Adjustment,High Humidity,7.98,
FE0001448,AST000444,LOC0005,2023-07-22 04:21:55,Relay failure,Design Limitation,Clear,6.31,WO0008305
FE0001449,AST001138,LOC0022,2025-12-30 20:42:01,Bearing failure,Wear & Tear,Rain,5.02,WO0000744
FE0001450,AST001022,LOC0011,2024-11-06 05:35:32,Control failure,Wear & Tear,Clear,24.33,WO0004872
FE0001451,AST000494,LOC0005,2025-05-10 22:40:50,Water intrusion,Water Ingress,Snow,0.65,WO0003488
FE0001452,AST000907,LOC0018,2025-09-23 01:51:11,Relay failure,Water Ingress,Clear,4.65,
FE0001453,AST000855,LOC0003,2024-03-29 07:18:36,Interlocking fault,Design Limitation,High Humidity,12.66,WO0005706
FE0001454,AST000189,LOC0011,2023-06-02 15:00:55,Brake issue,Design Limitation,Clear,9.72,
FE0001455,AST000633,LOC0002,2024-01-18 00:31:54,Insulation breakdown,Power Quality,Clear,4.2,WO0004092
FE0001456,AST000613,LOC0006,2025-12-05 18:20:18,Sensor fault,Wear & Tear,High Humidity,25.59,WO0004167
FE0001457,AST000238,LOC0025,2025-06-21 00:22:14,Motor failure,Wear & Tear,High Humidity,5.42,
FE0001458,AST001013,LOC0022,2023-09-13 09:09:25,Short circuit,Water Ingress,Clear,20.01,
FE0001459,AST000394,LOC0003,2024-01-08 18:02:19,Overheating,Wear & Tear,Clear,8.55,
FE0001460,AST001175,LOC0001,2023-03-19 05:27:57,Relay failure,Design Limitation,High Humidity,13.02,WO0000274
FE0001461,AST000481,LOC0012,2023-10-01 21:19:11,Control board fault,Unknown,Clear,15.19,WO0002861
FE0001462,AST000064,LOC0022,2025-05-09 23:36:59,Interlocking fault,Wear & Tear,Rain,2.26,WO0007365
FE0001463,AST000720,LOC0003,2024-06-13 13:29:32,Insulation fault,Wear & Tear,Rain,6.94,WO0002963
FE0001464,AST000956,LOC0007,2025-02-04 08:18:52,Brake issue,Debris,Clear,9.59,WO0002255
FE0001465,AST000747,LOC0006,2024-08-07 08:31:08,Relay failure,Improper Adjustment,Clear,16.32,WO0004216
FE0001466,AST000073,LOC0018,2024-11-07 11:21:01,Hydraulic leak,Wear & Tear,Clear,14.84,WO0006649
FE0001467,AST000968,LOC0014,2023-11-29 19:30:43,Door fault,Wear & Tear,Rain,5.21,WO0006321
FE0001468,AST000895,LOC0023,2025-11-08 08:43:08,Insulation fault,Wear & Tear,Clear,7.02,
FE0001469,AST000243,LOC0021,2023-12-02 19:05:41,Vibration high,Wear & Tear,Rain,1.65,WO0000243
FE0001470,AST000909,LOC0019,2023-04-13 03:08:52,HVAC failure,Wear & Tear,Rain,3.44,WO0006081
FE0001471,AST000060,LOC0010,2025-05-17 05:19:49,Control board fault,Debris,Clear,6.85,
FE0001472,AST000883,LOC0013,2023-06-12 02:45:52,Sensor fault,Wear & Tear,High Humidity,0.56,WO0001220
FE0001473,AST000454,LOC0019,2025-11-15 01:13:12,Short circuit,Wear & Tear,Clear,3.8,
FE0001474,AST000666,LOC0013,2025-05-08 03:10:08,Interlocking fault,Wear & Tear,Clear,3.16,
FE0001475,AST000417,LOC0014,2023-03-03 19:27:12,Control board fault,Power Quality,Clear,6.3,WO0007476
FE0001476,AST000601,LOC0010,2025-03-13 14:21:12,Obstruction,Water Ingress,Heat Wave,7.59,WO0006962
FE0001477,AST000887,LOC0019,2023-04-10 07:24:52,Alignment issue,Power Quality,Clear,13.37,WO0001510
FE0001478,AST000032,LOC0005,2024-11-13 14:31:28,Short circuit,Water Ingress,Clear,4.64,WO0005735
FE0001479,AST001094,LOC0001,2025-02-22 08:39:35,Door fault,Wear & Tear,High Humidity,7.31,WO0007832
FE0001480,AST000563,LOC0025,2024-06-18 00:03:27,Step chain issue,Vandalism,Heat Wave,11.78,WO0006191
FE0001481,AST000547,LOC0015,2025-01-22 23:29:41,Track circuit failure,Vandalism,Rain,8.95,
FE0001482,AST000509,LOC0015,2023-10-25 01:48:24,Sensor fault,Debris,High Humidity,3.6,WO0006900
FE0001483,AST001171,LOC0022,2024-03-10 16:31:09,Handrail failure,Wear & Tear,Clear,6.95,
FE0001484,AST000907,LOC0018,2023-01-05 15:27:00,Communication loss,Water Ingress,Clear,6.02,
FE0001485,AST001017,LOC0015,2024-10-14 14:46:52,Track circuit failure,Water Ingress,Clear,12.03,
FE0001486,AST000383,LOC0003,2024-02-09 03:25:52,Communication loss,Power Quality,Clear,3.35,WO0008206
FE0001487,AST001118,LOC0005,2023-07-13 07:10:00,Hydraulic leak,Power Quality,Rain,13.62,WO0006625
FE0001488,AST000649,LOC0024,2024-01-17 22:01:46,Sensor fault,Water Ingress,Clear,4.5,WO0003150
FE0001489,AST001144,LOC0002,2023-04-11 10:17:25,Communication loss,Water Ingress,Clear,13.44,WO0000248
FE0001490,AST000229,LOC0018,2024-11-18 03:01:27,Vibration high,Power Quality,Heat Wave,5.35,
FE0001491,AST001120,LOC0017,2025-04-03 08:35:50,Propulsion fault,Vandalism,Clear,3.2,WO0008719
FE0001492,AST000109,LOC0013,2025-09-15 13:36:46,Bond wire issue,Wear & Tear,Clear,4.47,WO0003648
FE0001493,AST000564,LOC0006,2025-01-25 06:32:28,Motor issue,Water Ingress,Clear,3.22,WO0003237
FE0001494,AST000168,LOC0005,2024-10-03 17:14:34,Step chain issue,Water Ingress,Clear,5.08,WO0001751
FE0001495,AST000957,LOC0010,2023-11-18 19:23:45,Track circuit failure,Wear & Tear,Clear,4.56,
FE0001496,AST000278,LOC0012,2025-10-16 09:29:55,Brake issue,Water Ingress,Rain,7.14,WO0002525
FE0001497,AST000470,LOC0020,2025-08-03 09:43:06,Communication loss,Wear & Tear,Clear,32.05,WO0000599
FE0001498,AST000301,LOC0011,2023-09-08 19:32:55,Power loss,Wear & Tear,Heat Wave,3.02,WO0007178
FE0001499,AST001090,LOC0002,2023-10-24 09:45:09,Water intrusion,Unknown,Rain,2.63,WO0006078
FE0001500,AST000980,LOC0009,2025-09-21 23:31:04,Communication loss,Wear & Tear,Rain,4.34,WO0006012
FE0001501,AST000687,LOC0012,2023-12-05 06:45:39,Interlocking fault,Improper Adjustment,Heat Wave,12.64,WO0001418
FE0001502,AST000926,LOC0025,2023-01-31 19:50:01,Sensor fault,Improper Adjustment,High Humidity,2.69,WO0001741
FE0001503,AST000271,LOC0001,2024-07-09 20:32:44,Insulation breakdown,Power Quality,Snow,5.87,WO0006449
FE0001504,AST000712,LOC0014,2025-12-05 06:16:15,HVAC failure,Water Ingress,Clear,17.87,WO0000849
FE0001505,AST000537,LOC0003,2024-01-23 07:21:32,Sensor fault,Improper Adjustment,Clear,13.34,
FE0001506,AST000482,LOC0022,2023-09-10 12:34:12,Insulation fault,Improper Adjustment,Clear,7.75,
FE0001507,AST000604,LOC0009,2025-09-02 22:50:35,Heater failure,Wear & Tear,Clear,4.48,WO0004975
FE0001508,AST000208,LOC0013,2024-07-04 22:48:38,Control board fault,Wear & Tear,High Humidity,5.97,
FE0001509,AST000171,LOC0019,2024-09-14 02:19:41,Relay failure,Water Ingress,Rain,9.72,WO0004800
FE0001510,AST000827,LOC0017,2023-02-28 11:00:32,Door fault,Debris,Clear,17.42,WO0005141
FE0001511,AST000408,LOC0006,2024-11-11 10:13:46,HVAC failure,Wear & Tear,Rain,2.5,WO0002020
FE0001512,AST000044,LOC0017,2023-12-23 18:36:53,Vibration high,Water Ingress,Clear,2.53,WO0003280
FE0001513,AST000725,LOC0011,2023-05-15 09:43:45,Power loss,Wear & Tear,Rain,6.85,
FE0001514,AST000471,LOC0025,2025-03-16 17:12:07,Track circuit failure,Power Quality,Clear,4.78,
FE0001515,AST000231,LOC0014,2023-05-21 02:12:03,Hydraulic leak,Vandalism,Rain,1.88,WO0008527
FE0001516,AST001093,LOC0006,2025-01-29 13:55:43,Control failure,Power Quality,Heat Wave,9.24,WO0007706
FE0001517,AST000830,LOC0008,2024-05-19 06:28:41,Handrail failure,Wear & Tear,Heat Wave,6.76,
FE0001518,AST001165,LOC0002,2024-07-21 00:55:21,Obstruction,Vandalism,Heat Wave,2.8,WO0003887
FE0001519,AST001176,LOC0006,2024-09-15 08:58:16,Door fault,Wear & Tear,Clear,12.31,WO0008410
FE0001520,AST000041,LOC0011,2023-08-11 16:16:27,Track circuit failure,Water Ingress,High Humidity,5.35,WO0003641
FE0001521,AST001084,LOC0007,2024-02-20 08:43:04,Relay failure,Debris,Snow,7.3,
FE0001522,AST000675,LOC0003,2023-02-10 21:29:19,Communication loss,Water Ingress,Snow,22.02,WO0002557
FE0001523,AST000400,LOC0019,2023-11-04 02:55:47,Propulsion fault,Water Ingress,Clear,8.5,WO0006328
FE0001524,AST001176,LOC0006,2023-06-12 10:55:18,Brake issue,Power Quality,Rain,12.87,WO0008410
FE0001525,AST001196,LOC0017,2024-08-22 20:39:52,Control board fault,Water Ingress,Snow,17.06,
FE0001526,AST000662,LOC0001,2025-05-23 12:16:00,HVAC failure,Design Limitation,Clear,10.29,
FE0001527,AST000417,LOC0014,2024-03-26 01:32:22,Hydraulic leak,Design Limitation,Clear,6.03,WO0005252
FE0001528,AST000380,LOC0013,2023-04-17 15:26:55,Brake issue,Design Limitation,Rain,13.22,WO0001546
FE0001529,AST000663,LOC0024,2023-10-05 00:29:54,Brake issue,Water Ingress,Clear,4.5,
FE0001530,AST000707,LOC0016,2023-09-28 23:21:41,Propulsion fault,Wear & Tear,Heat Wave,5.35,WO0007162
FE0001531,AST000549,LOC0025,2023-03-30 04:50:08,Water intrusion,Power Quality,Rain,8.91,WO0003339
FE0001532,AST000667,LOC0015,2025-03-10 16:43:58,Power loss,Wear & Tear,Snow,13.1,WO0008464
FE0001533,AST000423,LOC0009,2023-09-09 10:47:31,HVAC failure,Improper Adjustment,Snow,8.44,
FE0001534,AST001022,LOC0011,2025-11-08 14:40:19,Control failure,Improper Adjustment,Rain,9.26,WO0002456
FE0001535,AST000679,LOC0009,2025-01-10 23:12:58,Door fault,Water Ingress,Snow,9.67,
FE0001536,AST000450,LOC0025,2025-01-05 07:21:57,Door fault,Wear & Tear,Heat Wave,2.56,
FE0001537,AST001025,LOC0016,2024-05-13 19:32:54,Communication loss,Wear & Tear,High Humidity,5.75,WO0003614
FE0001538,AST000910,LOC0011,2025-09-02 19:43:03,Propulsion fault,Improper Adjustment,Rain,1.81,
FE0001539,AST000881,LOC0018,2023-01-03 23:48:37,Obstruction,Wear & Tear,Rain,4.37,WO0004091
FE0001540,AST000092,LOC0017,2023-10-28 06:41:50,Overheating,Water Ingress,Rain,2.76,WO0003220
FE0001541,AST000338,LOC0020,2024-09-08 20:57:11,Relay failure,Water Ingress,Rain,1.84,WO0001334
FE0001542,AST000541,LOC0013,2025-08-26 00:42:56,Short circuit,Water Ingress,Clear,3.7,WO0004018
FE0001543,AST000136,LOC0005,2024-08-31 07:09:05,Door fault,Improper Adjustment,Clear,1.28,WO0002899
FE0001544,AST000031,LOC0025,2025-03-03 04:36:49,HVAC failure,Wear & Tear,High Humidity,5.7,
FE0001545,AST000315,LOC0008,2025-04-29 13:37:37,Power loss,Wear & Tear,High Humidity,11.11,WO0006484
FE0001546,AST000558,LOC0023,2023-04-20 17:35:04,Propulsion fault,Design Limitation,Clear,8.45,WO0007893
FE0001547,AST000451,LOC0018,2024-09-30 01:30:59,Hydraulic leak,Wear & Tear,Rain,1.57,WO0000852
FE0001548,AST001039,LOC0001,2025-07-11 03:44:15,Motor failure,Wear & Tear,Clear,8.96,WO0004100
FE0001549,AST000935,LOC0002,2024-11-01 13:46:53,Motor failure,Improper Adjustment,Clear,6.41,
FE0001550,AST000963,LOC0005,2024-04-27 10:31:03,Communication loss,Wear & Tear,Heat Wave,2.12,WO0008222
FE0001551,AST000198,LOC0023,2025-02-12 10:48:38,Brake issue,Wear & Tear,Clear,12.03,WO0000187
FE0001552,AST001044,LOC0018,2023-04-08 01:26:12,Hydraulic leak,Wear & Tear,Snow,23.39,WO0004577
FE0001553,AST001178,LOC0006,2025-03-16 18:11:33,HVAC failure,Vandalism,High Humidity,3.58,WO0001427
FE0001554,AST000507,LOC0024,2023-05-30 10:21:29,Communication loss,Wear & Tear,Rain,5.45,WO0001802
FE0001555,AST000636,LOC0002,2023-05-30 01:35:29,Hydraulic leak,Debris,Clear,15.16,
FE0001556,AST000522,LOC0011,2025-02-28 09:47:30,Motor failure,Wear & Tear,Clear,9.52,WO0006483
FE0001557,AST000254,LOC0011,2024-01-19 05:06:15,Communication loss,Water Ingress,Rain,17.19,WO0000929
FE0001558,AST000244,LOC0012,2023-06-11 17:50:12,Door fault,Vandalism,Clear,7.76,WO0002234
FE0001559,AST000400,LOC0019,2024-08-14 21:40:13,Brake issue,Vandalism,Snow,9.39,WO0006328
FE0001560,AST000441,LOC0018,2024-03-13 03:44:55,Bond wire issue,Debris,High Humidity,0.65,WO0006093
FE0001561,AST000119,LOC0004,2023-04-13 07:27:18,Relay failure,Improper Adjustment,Rain,7.94,
FE0001562,AST000133,LOC0016,2025-04-06 01:28:52,Trip event,Vandalism,Heat Wave,12.77,WO0004531
FE0001563,AST000758,LOC0022,2023-02-01 06:29:03,Motor issue,Wear & Tear,High Humidity,5.13,
FE0001564,AST000754,LOC0006,2024-10-18 19:58:36,Communication loss,Wear & Tear,Heat Wave,10.26,WO0004613
FE0001565,AST000214,LOC0020,2023-01-13 21:43:02,Insulation fault,Design Limitation,Rain,3.33,
FE0001566,AST000299,LOC0002,2024-02-13 21:06:52,Step chain issue,Vandalism,Clear,19.66,WO0001758
FE0001567,AST000650,LOC0003,2024-06-22 20:04:39,Overheating,Debris,Clear,9.82,
FE0001568,AST000809,LOC0013,2025-01-16 16:26:32,Track circuit failure,Wear & Tear,Clear,0.7,WO0008597
FE0001569,AST001142,LOC0021,2024-11-27 12:10:55,Power loss,Power Quality,Clear,2.65,WO0005293
FE0001570,AST001108,LOC0018,2023-09-16 12:39:32,Bond wire issue,Water Ingress,Rain,4.54,WO0008363
FE0001571,AST000375,LOC0016,2023-10-01 11:58:26,Motor issue,Wear & Tear,Clear,7.69,
FE0001572,AST000359,LOC0025,2023-10-05 00:04:27,Insulation fault,Water Ingress,High Humidity,11.58,WO0000745
FE0001573,AST000471,LOC0025,2023-05-29 13:18:13,Interlocking fault,Wear & Tear,Rain,1.53,
FE0001574,AST001066,LOC0004,2024-04-12 03:38:11,Interlocking fault,Wear & Tear,Clear,4.4,WO0006903
FE0001575,AST000247,LOC0013,2023-06-11 16:09:46,Communication loss,Power Quality,Clear,3.74,WO0001239
FE0001576,AST000918,LOC0005,2024-10-02 04:04:04,Door fault,Water Ingress,Clear,1.91,WO0004647
FE0001577,AST000355,LOC0009,2023-04-07 16:03:02,Step chain issue,Power Quality,Clear,3.22,
FE0001578,AST000641,LOC0009,2024-02-21 01:10:38,Trip event,Power Quality,Clear,6.22,
FE0001579,AST000561,LOC0023,2023-05-02 07:58:45,Insulation breakdown,Debris,Clear,6.99,WO0005723
FE0001580,AST000887,LOC0019,2023-04-16 00:36:41,Alignment issue,Wear & Tear,Snow,14.89,WO0007439
FE0001581,AST000817,LOC0016,2025-05-31 04:33:53,Power loss,Wear & Tear,Clear,10.81,
FE0001582,AST000649,LOC0024,2024-10-06 09:45:25,Motor issue,Vandalism,Rain,12.03,
FE0001583,AST000713,LOC0024,2024-12-03 12:01:31,Handrail failure,Power Quality,Rain,4.31,
FE0001584,AST000754,LOC0006,2025-10-03 03:14:50,Interlocking fault,Wear & Tear,Clear,0.38,WO0005631
FE0001585,AST000999,LOC0012,2024-01-28 13:45:38,Relay failure,Wear & Tear,High Humidity,9.5,
FE0001586,AST000355,LOC0009,2024-10-20 00:56:06,Sensor fault,Water Ingress,High Humidity,8.61,WO0004441
FE0001587,AST000536,LOC0022,2024-01-28 11:04:00,Handrail failure,Water Ingress,Rain,3.07,WO0005182
FE0001588,AST000765,LOC0021,2025-07-02 07:40:36,Heater failure,Debris,Clear,2.01,WO0004605
FE0001589,AST001171,LOC0022,2025-08-10 16:11:49,Sensor fault,Unknown,High Humidity,11.48,WO0000030
FE0001590,AST000928,LOC0006,2024-02-27 09:55:25,Insulation fault,Water Ingress,Clear,2.85,
FE0001591,AST000942,LOC0014,2024-11-17 03:08:57,Communication loss,Wear & Tear,Snow,8.96,
FE0001592,AST000197,LOC0008,2024-12-24 19:07:39,Hydraulic leak,Water Ingress,Rain,11.97,
FE0001593,AST000853,LOC0021,2023-07-01 08:44:59,Communication loss,Debris,Clear,4.2,WO0001520
FE0001594,AST000120,LOC0020,2024-07-12 06:40:26,Door fault,Water Ingress,Snow,6.98,WO0001324
FE0001595,AST000054,LOC0017,2025-09-01 14:37:58,Alignment issue,Wear & Tear,Clear,13.41,
FE0001596,AST000541,LOC0013,2024-10-04 05:09:38,Bond wire issue,Wear & Tear,Heat Wave,17.35,WO0004018
FE0001597,AST000936,LOC0002,2025-02-06 11:40:22,Step chain issue,Wear & Tear,Rain,3.25,WO0001318
FE0001598,AST000923,LOC0010,2024-02-16 16:55:06,Communication loss,Water Ingress,Clear,2.83,
FE0001599,AST000242,LOC0013,2023-09-11 13:24:50,Hydraulic leak,Power Quality,Clear,3.13,WO0008884
FE0001600,AST000285,LOC0020,2024-04-16 13:56:41,Track circuit failure,Wear & Tear,High Humidity,5.67,
FE0001601,AST001015,LOC0025,2025-06-14 13:16:15,Propulsion fault,Wear & Tear,High Humidity,19.41,
FE0001602,AST000860,LOC0015,2023-05-25 16:15:02,Relay failure,Wear & Tear,High Humidity,2.92,WO0003326
FE0001603,AST000858,LOC0015,2024-03-26 08:03:26,Interlocking fault,Wear & Tear,High Humidity,7.37,WO0002630
FE0001604,AST000206,LOC0023,2023-03-22 23:27:06,Door fault,Unknown,Clear,7.27,WO0005075
FE0001605,AST001115,LOC0022,2025-11-11 02:53:39,Control failure,Wear & Tear,Heat Wave,9.92,WO0008470
FE0001606,AST001080,LOC0007,2025-02-16 10:47:04,Overheating,Water Ingress,Rain,20.6,WO0004921
FE0001607,AST000419,LOC0003,2025-04-13 20:12:42,Propulsion fault,Debris,Rain,1.35,WO0008395
FE0001608,AST000821,LOC0024,2025-02-05 15:46:19,Obstruction,Power Quality,Clear,9.59,
FE0001609,AST001060,LOC0003,2023-11-10 23:32:53,Brake issue,Power Quality,Rain,14.04,WO0004025
FE0001610,AST000925,LOC0025,2024-04-25 21:07:48,Trip event,Water Ingress,Clear,13.46,WO0002573
FE0001611,AST000641,LOC0009,2025-04-28 18:18:32,Trip event,Wear & Tear,Clear,8.9,
FE0001612,AST000200,LOC0003,2025-12-18 11:42:11,Brake issue,Debris,Clear,12.07,
FE0001613,AST000255,LOC0004,2023-09-28 13:53:42,Motor failure,Water Ingress,Clear,2.62,WO0002278
FE0001614,AST000318,LOC0016,2023-01-21 07:48:20,Motor issue,Wear & Tear,Clear,5.83,WO0000066
FE0001615,AST000215,LOC0016,2025-07-09 00:17:05,Relay failure,Wear & Tear,Clear,6.62,
FE0001616,AST000846,LOC0006,2025-10-21 04:41:43,Sensor fault,Unknown,Snow,10.62,
FE0001617,AST000250,LOC0019,2023-12-25 20:47:54,Interlocking fault,Design Limitation,Rain,4.63,WO0006828
FE0001618,AST000219,LOC0008,2023-02-25 05:34:26,Water intrusion,Vandalism,Clear,2.54,WO0006960
FE0001619,AST000460,LOC0005,2024-11-19 06:18:50,Overheating,Vandalism,Clear,8.01,
FE0001620,AST000069,LOC0023,2025-08-03 08:03:20,Sensor fault,Wear & Tear,Rain,14.66,WO0000253
FE0001621,AST000946,LOC0021,2023-09-10 14:30:07,Communication loss,Power Quality,Rain,6.9,
FE0001622,AST000967,LOC0020,2025-10-13 04:41:19,Door fault,Improper Adjustment,Clear,4.05,WO0008620
FE0001623,AST000808,LOC0005,2024-11-22 12:29:59,Control board fault,Wear & Tear,Clear,12.16,WO0008286
FE0001624,AST000004,LOC0004,2025-10-03 02:14:53,Interlocking fault,Wear & Tear,Rain,15.01,WO0003355
FE0001625,AST000204,LOC0019,2023-08-27 18:22:12,Insulation fault,Unknown,Clear,7.47,
FE0001626,AST001162,LOC0013,2024-03-30 01:46:28,Water intrusion,Unknown,High Humidity,13.86,WO0007156
FE0001627,AST000740,LOC0005,2023-04-14 15:06:47,Water intrusion,Design Limitation,Clear,2.33,
FE0001628,AST000488,LOC0021,2024-03-13 21:16:57,Bond wire issue,Wear & Tear,Clear,12.33,WO0000814
FE0001629,AST000800,LOC0015,2023-08-02 05:40:52,Control board fault,Design Limitation,Rain,8.3,WO0006889
FE0001630,AST000079,LOC0014,2025-12-15 21:16:20,Control failure,Wear & Tear,Clear,6.67,
FE0001631,AST000787,LOC0022,2025-07-15 19:21:28,Motor issue,Power Quality,Clear,6.03,WO0001159
FE0001632,AST001186,LOC0009,2025-09-29 02:02:34,Alignment issue,Wear & Tear,Clear,9.42,WO0007756
FE0001633,AST000204,LOC0019,2023-05-27 08:16:01,Insulation fault,Wear & Tear,Clear,7.16,
FE0001634,AST000507,LOC0024,2024-07-24 00:14:05,Communication loss,Improper Adjustment,Clear,8.59,WO0001802
FE0001635,AST000397,LOC0001,2025-04-04 07:40:17,Overheating,Water Ingress,Clear,8.96,WO0005273
FE0001636,AST000254,LOC0011,2025-07-29 23:53:40,Interlocking fault,Wear & Tear,High Humidity,9.83,WO0005563
FE0001637,AST000638,LOC0006,2025-09-09 04:55:57,Alignment issue,Water Ingress,Heat Wave,9.72,WO0008756
FE0001638,AST001151,LOC0017,2023-11-17 06:38:12,HVAC failure,Vandalism,High Humidity,6.93,
FE0001639,AST000637,LOC0021,2023-11-26 14:36:58,Control board fault,Wear & Tear,High Humidity,9.51,WO0003962
FE0001640,AST000024,LOC0012,2024-01-19 07:01:08,HVAC failure,Wear & Tear,Heat Wave,6.96,
FE0001641,AST000949,LOC0012,2025-07-08 15:49:31,HVAC failure,Power Quality,Rain,0.31,WO0008138
