work_order_id,asset_id,location_id,work_order_type,priority,status,request_channel,created_at,completed_at,assigned_technician_id,planned_hours,labor_cost_usd,parts_cost_usd,total_cost_usd
WO0005274,AST000489,LOC0007,Corrective,P4,Closed,Auto Alert,2025-11-19 12:29:28,2025-11-21 12:29:28,TECH0043,4.92,318.7,141.65,460.35
WO0005275,AST000446,LOC0014,Corrective,P2,Backlog,Auto Alert,2024-01-24 15:27:28,,TECH0007,7.62,604.28,372.7,976.98
WO0005276,AST000306,LOC0012,Emergency,P3,Closed,Mobile,2023-11-24 14:39:24,2023-12-02 14:39:24,TECH0036,7.4,542.03,147.31,689.34
WO0005277,AST001021,LOC0017,Preventive,P3,Backlog,Phone,2023-12-06 06:28:56,,TECH0052,2.82,209.59,58.33,267.92
WO0005278,AST000968,LOC0014,Emergency,P2,In Progress,Mobile,2025-04-13 12:19:27,,TECH0054,7.77,445.79,122.78,568.57
WO0005279,AST000350,LOC0019,Preventive,P4,In Progress,Mobile,2024-05-02 08:39:48,,TECH0046,3.19,176.68,86.16,262.84
WO0005280,AST000425,LOC0005,Preventive,P2,Closed,Phone,2023-01-25 22:14:27,2023-02-01 22:14:27,TECH0024,10.75,694.48,445.02,1139.5
WO0005281,AST000857,LOC0019,Preventive,P1,In Progress,Mobile,2025-11-03 15:21:29,,TECH0069,6.43,330.7,170.17,500.87
WO0005282,AST000050,LOC0013,Preventive,P1,Closed,Web,2023-04-25 00:10:23,2023-04-25 00:10:23,TECH0042,12.53,678.94,380.0,1058.94
WO0005283,AST000274,LOC0001,Corrective,P1,In Progress,Mobile,2025-10-13 08:28:23,,TECH0050,4.07,233.98,152.94,386.92
WO0005284,AST000359,LOC0025,Inspection,P3,Backlog,Web,2023-06-27 05:48:52,,TECH0016,4.06,214.11,52.61,266.72
WO0005285,AST000147,LOC0024,Inspection,P3,In Progress,Mobile,2024-08-12 06:10:54,,TECH0011,0.5,31.96,61.31,93.27
WO0005286,AST000188,LOC0023,Inspection,P3,Closed,Mobile,2025-01-22 01:00:58,2025-02-05 01:00:58,TECH0066,1.59,103.69,70.8,174.49
WO0005287,AST000663,LOC0024,Preventive,P3,Backlog,Phone,2024-03-17 06:30:14,,TECH0060,2.2,131.41,163.62,295.03
WO0005288,AST000671,LOC0001,Inspection,P2,In Progress,Phone,2024-02-07 05:45:35,,TECH0053,2.39,125.51,15.08,140.59
WO0005289,AST000893,LOC0016,Corrective,P4,In Progress,Web,2024-06-06 07:58:39,,TECH0015,8.6,487.48,147.3,634.78
WO0005290,AST000600,LOC0004,Inspection,P4,Backlog,Web,2025-11-29 01:46:06,,TECH0018,0.5,33.64,35.27,68.91
WO0005291,AST000398,LOC0019,Corrective,P2,Closed,Auto Alert,2023-09-26 15:18:27,2023-10-09 15:18:27,TECH0035,14.03,877.11,370.87,1247.98
WO0005292,AST000576,LOC0015,Preventive,P3,Closed,Web,2023-08-29 14:16:48,2023-09-07 14:16:48,TECH0007,0.6,39.6,154.71,194.31
WO0005293,AST001142,LOC0021,Corrective,P4,Closed,Web,2023-03-14 12:08:18,2023-03-22 12:08:18,TECH0033,3.26,182.7,136.04,318.74
WO0005294,AST000302,LOC0023,Emergency,P3,In Progress,Phone,2025-03-19 19:42:59,,TECH0012,6.18,427.41,367.19,794.6
WO0005295,AST001052,LOC0008,Preventive,P1,Closed,Phone,2025-01-11 21:18:24,2025-01-30 21:18:24,TECH0051,16.66,1212.67,176.87,1389.54
WO0005296,AST000123,LOC0019,Corrective,P2,In Progress,Auto Alert,2024-10-28 14:13:16,,TECH0011,10.29,534.14,317.43,851.57
WO0005297,AST000859,LOC0001,Emergency,P4,Closed,Phone,2023-01-26 21:49:13,2023-01-26 21:49:13,TECH0003,20.44,1234.76,129.87,1364.63
WO0005298,AST000145,LOC0002,Preventive,P3,In Progress,Phone,2025-05-15 16:27:47,,TECH0050,14.08,681.71,134.27,815.98
WO0005299,AST001059,LOC0003,Corrective,P3,Closed,Phone,2025-06-05 08:53:17,2025-06-21 08:53:17,TECH0043,10.69,782.57,133.59,916.16
WO0005300,AST000427,LOC0007,Corrective,P4,Closed,Auto Alert,2025-10-31 18:49:08,2025-11-14 18:49:08,TECH0001,2.27,198.01,159.31,357.32
WO0005301,AST000350,LOC0019,Inspection,P2,Closed,Phone,2025-10-14 10:11:19,2025-10-28 10:11:19,TECH0047,4.7,347.89,28.23,376.12
WO0005302,AST000753,LOC0008,Corrective,P4,In Progress,Web,2023-10-16 04:18:07,,TECH0019,4.63,294.07,290.09,584.16
WO0005303,AST000583,LOC0005,Corrective,P3,Closed,Web,2025-02-16 20:29:42,2025-02-24 20:29:42,TECH0070,3.38,224.99,331.13,556.12
WO0005304,AST000021,LOC0017,Preventive,P3,In Progress,Phone,2024-03-16 21:32:35,,TECH0029,7.47,528.09,134.82,662.91
WO0005305,AST000880,LOC0012,Emergency,P2,Closed,Mobile,2024-10-14 13:50:32,2024-10-30 13:50:32,TECH0013,2.63,137.68,445.56,583.24
WO0005306,AST000009,LOC0008,Inspection,P2,In Progress,Auto Alert,2023-12-31 01:58:08,,TECH0002,1.65,108.13,22.46,130.59
WO0005307,AST000968,LOC0014,Corrective,P2,Closed,Web,2024-12-20 10:26:49,2024-12-20 10:26:49,TECH0008,1.12,72.51,454.28,526.79
WO0005308,AST000157,LOC0012,Emergency,P2,Closed,Mobile,2025-11-09 06:24:16,2025-11-24 06:24:16,TECH0018,3.92,245.93,152.66,398.59
WO0005309,AST001082,LOC0025,Corrective,P1,Backlog,Auto Alert,2024-12-15 04:23:43,,TECH0027,4.35,264.17,300.64,564.81
WO0005310,AST000609,LOC0001,Emergency,P2,Cancelled,Mobile,2025-10-05 07:55:58,,TECH0055,8.27,544.69,166.37,711.06
WO0005311,AST000105,LOC0003,Preventive,P3,Closed,Phone,2025-10-17 05:12:39,2025-10-19 05:12:39,TECH0031,7.89,433.22,296.27,729.49
WO0005312,AST000400,LOC0019,Preventive,P4,Closed,Mobile,2023-05-11 04:07:44,2023-05-17 04:07:44,TECH0060,2.07,118.9,130.91,249.81
WO0005313,AST000299,LOC0002,Inspection,P1,In Progress,Auto Alert,2025-11-21 21:57:29,,TECH0025,9.6,650.26,79.44,729.7
WO0005314,AST000532,LOC0012,Corrective,P1,Cancelled,Mobile,2025-06-15 00:17:11,,TECH0033,30.58,1973.53,173.75,2147.28
WO0005315,AST001132,LOC0022,Preventive,P3,Closed,Mobile,2024-04-12 05:58:54,2024-04-12 05:58:54,TECH0064,8.77,571.12,181.37,752.49
WO0005316,AST000368,LOC0013,Inspection,P3,In Progress,Mobile,2024-10-19 02:05:13,,TECH0050,1.3,97.08,110.32,207.4
WO0005317,AST000620,LOC0016,Corrective,P3,Closed,Auto Alert,2024-11-06 16:50:26,2024-11-20 16:50:26,TECH0069,3.08,196.94,457.3,654.24
WO0005318,AST000824,LOC0001,Preventive,P4,Closed,Phone,2025-05-11 02:11:43,2025-05-24 02:11:43,TECH0060,6.43,404.18,31.96,436.14
WO0005319,AST000971,LOC0022,Corrective,P2,Closed,Mobile,2025-05-29 01:46:09,2025-06-13 01:46:09,TECH0005,3.63,259.54,21.51,281.05
WO0005320,AST000365,LOC0005,Corrective,P3,In Progress,Auto Alert,2023-04-23 04:05:13,,TECH0006,5.7,471.08,44.69,515.77
WO0005321,AST000181,LOC0006,Preventive,P4,Closed,Mobile,2023-01-02 03:16:57,2023-01-12 03:16:57,TECH0003,4.4,265.24,158.78,424.02
WO0005322,AST000247,LOC0013,Preventive,P3,In Progress,Web,2023-09-27 21:53:31,,TECH0057,6.56,456.07,89.91,545.98
WO0005323,AST000792,LOC0019,Corrective,P3,Closed,Mobile,2024-07-31 01:58:41,2024-08-17 01:58:41,TECH0052,6.32,394.33,213.73,608.06
WO0005324,AST000917,LOC0017,Inspection,P4,Closed,Phone,2025-07-18 20:49:20,2025-07-31 20:49:20,TECH0059,0.82,45.51,26.76,72.27
WO0005325,AST000772,LOC0020,Corrective,P2,Closed,Auto Alert,2024-12-15 21:35:24,2024-12-16 21:35:24,TECH0056,4.68,302.99,149.29,452.28
WO0005326,AST001159,LOC0014,Corrective,P2,Closed,Web,2023-05-29 19:03:44,2023-06-15 19:03:44,TECH0051,14.45,1026.99,384.86,1411.85
WO0005327,AST000629,LOC0015,Corrective,P1,Closed,Web,2025-02-24 08:09:33,2025-03-07 08:09:33,TECH0006,8.6,487.1,134.03,621.13
WO0005328,AST000674,LOC0015,Preventive,P4,In Progress,Phone,2024-05-27 15:50:40,,TECH0029,9.54,726.52,53.83,780.35
WO0005329,AST000063,LOC0021,Corrective,P4,Closed,Mobile,2024-02-08 19:47:08,2024-02-10 19:47:08,TECH0068,5.26,321.23,493.09,814.32
WO0005330,AST000070,LOC0012,Preventive,P2,Backlog,Phone,2023-11-20 17:32:07,,TECH0037,2.3,139.26,348.98,488.24
WO0005331,AST001171,LOC0022,Corrective,P3,In Progress,Auto Alert,2024-11-08 10:39:30,,TECH0004,8.2,594.35,26.74,621.09
WO0005332,AST000962,LOC0020,Preventive,P3,Closed,Web,2023-07-19 10:42:23,2023-07-24 10:42:23,TECH0011,9.07,613.82,157.12,770.94
WO0005333,AST000941,LOC0010,Corrective,P1,Backlog,Mobile,2024-02-22 19:30:19,,TECH0028,9.55,550.7,371.7,922.4
WO0005334,AST000515,LOC0013,Corrective,P4,Closed,Mobile,2024-09-02 19:23:33,2024-09-04 19:23:33,TECH0053,4.83,250.75,60.71,311.46
WO0005335,AST000117,LOC0006,Inspection,P2,Closed,Web,2024-11-13 15:18:45,2024-11-29 15:18:45,TECH0057,4.68,384.38,49.42,433.8
WO0005336,AST000832,LOC0005,Corrective,P4,In Progress,Phone,2025-10-03 15:17:39,,TECH0051,6.2,413.83,278.57,692.4
WO0005337,AST000097,LOC0017,Emergency,P3,Backlog,Mobile,2023-11-14 22:17:33,,TECH0046,4.59,384.28,73.67,457.95
WO0005338,AST000700,LOC0018,Corrective,P2,Closed,Mobile,2025-09-08 02:18:20,2025-09-18 02:18:20,TECH0044,1.17,70.3,118.87,189.17
WO0005339,AST000442,LOC0016,Preventive,P3,Closed,Auto Alert,2025-06-13 04:26:05,2025-06-19 04:26:05,TECH0040,6.19,422.93,102.95,525.88
WO0005340,AST000601,LOC0010,Preventive,P3,Backlog,Web,2024-01-30 03:54:16,,TECH0059,3.94,207.53,173.65,381.18
WO0005341,AST000182,LOC0015,Preventive,P2,Closed,Phone,2023-06-03 09:24:32,2023-06-03 09:24:32,TECH0050,6.31,346.62,37.08,383.7
WO0005342,AST000442,LOC0016,Preventive,P2,Backlog,Web,2023-10-10 08:25:59,,TECH0006,4.09,248.21,101.59,349.8
WO0005343,AST000459,LOC0014,Preventive,P4,Closed,Phone,2024-12-21 07:16:07,2025-01-03 07:16:07,TECH0067,4.26,347.79,109.29,457.08
WO0005344,AST000250,LOC0019,Preventive,P3,Cancelled,Mobile,2025-05-13 17:30:05,,TECH0037,1.77,119.16,102.51,221.67
WO0005345,AST000766,LOC0019,Corrective,P3,Closed,Phone,2024-11-01 10:30:44,2024-11-20 10:30:44,TECH0012,4.01,304.27,855.02,1159.29
WO0005346,AST000463,LOC0021,Corrective,P2,Backlog,Auto Alert,2025-03-04 20:28:29,,TECH0023,2.81,239.64,126.93,366.57
WO0005347,AST000456,LOC0020,Preventive,P3,In Progress,Mobile,2023-04-22 08:27:39,,TECH0058,2.97,221.31,122.61,343.92
WO0005348,AST000194,LOC0014,Corrective,P3,Cancelled,Web,2024-07-07 08:19:50,,TECH0042,1.6,118.53,395.49,514.02
WO0005349,AST000285,LOC0020,Preventive,P2,Closed,Phone,2025-08-14 19:04:35,2025-08-23 19:04:35,TECH0062,7.95,527.31,188.4,715.71
WO0005350,AST000807,LOC0019,Corrective,P2,Closed,Web,2024-03-01 23:42:54,2024-03-06 23:42:54,TECH0001,16.74,1330.62,170.59,1501.21
WO0005351,AST000899,LOC0006,Corrective,P2,Closed,Mobile,2025-09-11 06:37:45,2025-09-28 06:37:45,TECH0038,2.03,139.35,253.26,392.61
WO0005352,AST000106,LOC0010,Preventive,P3,Backlog,Mobile,2023-05-16 13:24:32,,TECH0020,3.97,303.26,142.45,445.71
WO0005353,AST000308,LOC0006,Preventive,P2,Closed,Mobile,2025-12-07 17:15:15,2025-12-21 17:15:15,TECH0053,4.09,252.71,206.54,459.25
WO0005354,AST000859,LOC0001,Emergency,P4,Closed,Web,2025-05-09 17:26:31,2025-05-14 17:26:31,TECH0007,16.68,1200.13,100.72,1300.85
WO0005355,AST000261,LOC0004,Corrective,P2,Closed,Phone,2024-11-16 17:15:24,2024-11-17 17:15:24,TECH0006,6.89,477.39,275.19,752.58
WO0005356,AST000959,LOC0016,Corrective,P4,In Progress,Web,2024-11-07 02:57:56,,TECH0031,9.32,575.86,92.55,668.41
WO0005357,AST001087,LOC0012,Preventive,P2,In Progress,Web,2025-10-22 06:41:08,,TECH0063,7.59,386.58,267.54,654.12
WO0005358,AST000738,LOC0015,Preventive,P3,Closed,Web,2024-02-17 16:27:01,2024-02-21 16:27:01,TECH0065,4.86,331.63,57.09,388.72
WO0005359,AST000522,LOC0011,Preventive,P3,In Progress,Mobile,2023-06-30 14:29:11,,TECH0026,2.51,174.55,79.32,253.87
WO0005360,AST000989,LOC0012,Emergency,P3,Closed,Auto Alert,2025-10-03 01:44:52,2025-10-11 01:44:52,TECH0004,9.75,536.31,115.39,651.7
WO0005361,AST000838,LOC0015,Preventive,P4,Backlog,Mobile,2023-04-23 12:28:40,,TECH0015,1.34,89.1,41.72,130.82
WO0005362,AST000413,LOC0002,Preventive,P1,Backlog,Web,2024-12-23 08:11:55,,TECH0065,4.64,315.47,119.82,435.29
WO0005363,AST001172,LOC0013,Emergency,P1,Closed,Auto Alert,2023-10-19 06:11:36,2023-10-20 06:11:36,TECH0043,1.96,149.19,110.52,259.71
WO0005364,AST000600,LOC0004,Corrective,P1,Closed,Mobile,2025-10-14 12:23:50,2025-10-21 12:23:50,TECH0049,20.77,1414.77,151.04,1565.81
WO0005365,AST000514,LOC0008,Preventive,P3,Closed,Web,2025-12-02 03:59:49,2025-12-20 03:59:49,TECH0013,4.44,319.86,184.38,504.24
WO0005366,AST000604,LOC0009,Corrective,P4,Backlog,Mobile,2024-06-03 11:33:34,,TECH0062,10.18,646.9,224.59,871.49
WO0005367,AST001097,LOC0009,Corrective,P1,Backlog,Phone,2024-08-06 22:05:46,,TECH0047,9.46,585.7,90.54,676.24
WO0005368,AST000765,LOC0021,Emergency,P3,Closed,Web,2024-05-12 19:21:23,2024-05-28 19:21:23,TECH0056,9.11,579.88,314.98,894.86
WO0005369,AST001111,LOC0025,Preventive,P2,Closed,Web,2024-04-10 14:49:54,2024-04-24 14:49:54,TECH0026,7.27,439.89,57.41,497.3
WO0005370,AST000565,LOC0015,Inspection,P4,Closed,Phone,2025-10-23 06:38:54,2025-11-07 06:38:54,TECH0030,2.24,140.28,11.41,151.69
WO0005371,AST000479,LOC0011,Preventive,P2,Closed,Auto Alert,2023-11-11 09:08:54,2023-11-19 09:08:54,TECH0002,4.06,285.02,56.81,341.83
WO0005372,AST000072,LOC0019,Inspection,P4,Cancelled,Phone,2025-11-16 23:19:07,,TECH0032,1.82,128.24,15.25,143.49
WO0005373,AST000951,LOC0023,Inspection,P3,Backlog,Auto Alert,2024-12-13 05:02:03,,TECH0053,1.34,93.08,21.51,114.59
WO0005374,AST000618,LOC0001,Inspection,P4,Closed,Web,2025-11-18 00:57:54,2025-11-24 00:57:54,TECH0002,1.83,124.65,87.24,211.89
WO0005375,AST000519,LOC0018,Inspection,P3,Closed,Mobile,2024-11-01 05:54:42,2024-11-01 05:54:42,TECH0062,5.95,465.48,50.21,515.69
WO0005376,AST000033,LOC0011,Corrective,P2,Closed,Mobile,2025-06-15 16:37:24,2025-06-28 16:37:24,TECH0036,4.66,364.2,244.08,608.28
WO0005377,AST000683,LOC0012,Preventive,P4,Closed,Phone,2024-06-20 12:31:37,2024-07-02 12:31:37,TECH0054,10.83,720.73,65.66,786.39
WO0005378,AST000524,LOC0021,Preventive,P3,In Progress,Auto Alert,2024-05-21 08:02:00,,TECH0036,0.69,55.59,136.62,192.21
WO0005379,AST000591,LOC0007,Preventive,P2,In Progress,Web,2023-10-09 22:46:47,,TECH0049,9.8,776.41,39.2,815.61
WO0005380,AST000039,LOC0007,Corrective,P3,In Progress,Mobile,2023-08-19 06:39:55,,TECH0054,4.51,300.11,166.08,466.19
WO0005381,AST000629,LOC0015,Preventive,P4,Closed,Mobile,2023-02-11 06:31:49,2023-03-01 06:31:49,TECH0042,4.45,262.06,69.25,331.31
WO0005382,AST000578,LOC0021,Inspection,P3,Closed,Phone,2024-02-24 20:49:34,2024-03-12 20:49:34,TECH0040,1.42,87.22,89.25,176.47
WO0005383,AST000979,LOC0001,Corrective,P2,In Progress,Mobile,2025-12-17 13:48:22,,TECH0019,1.44,94.87,551.77,646.64
WO0005384,AST000446,LOC0014,Emergency,P4,In Progress,Mobile,2025-10-24 10:27:29,,TECH0020,11.36,703.27,140.38,843.65
WO0005385,AST000161,LOC0008,Corrective,P2,In Progress,Web,2025-01-25 19:01:43,,TECH0055,15.27,843.26,120.46,963.72
WO0005386,AST000612,LOC0020,Inspection,P1,Backlog,Web,2024-02-03 02:12:24,,TECH0016,4.84,264.63,46.26,310.89
WO0005387,AST000762,LOC0008,Inspection,P1,Closed,Phone,2024-07-23 19:14:48,2024-08-05 19:14:48,TECH0043,3.39,206.02,26.56,232.58
WO0005388,AST000637,LOC0021,Emergency,P1,Closed,Phone,2025-04-08 14:32:02,2025-04-08 14:32:02,TECH0055,12.17,720.18,181.06,901.24
WO0005389,AST000155,LOC0003,Inspection,P3,Closed,Phone,2023-01-03 04:50:32,2023-01-08 04:50:32,TECH0042,2.85,131.27,65.83,197.1
WO0005390,AST000953,LOC0022,Preventive,P2,In Progress,Phone,2025-10-07 16:33:15,,TECH0036,3.88,284.85,371.51,656.36
WO0005391,AST000652,LOC0024,Preventive,P1,Closed,Mobile,2025-08-11 03:18:20,2025-08-12 03:18:20,TECH0022,6.99,526.88,97.22,624.1
WO0005392,AST001131,LOC0003,Emergency,P2,Closed,Phone,2025-11-28 13:54:21,2025-12-06 13:54:21,TECH0008,13.87,984.08,77.12,1061.2
WO0005393,AST000207,LOC0013,Corrective,P4,Closed,Phone,2023-04-14 07:39:14,2023-04-17 07:39:14,TECH0011,5.97,262.44,69.3,331.74
WO0005394,AST000297,LOC0018,Inspection,P3,Backlog,Web,2025-11-03 16:52:35,,TECH0056,1.8,113.58,40.31,153.89
WO0005395,AST000033,LOC0011,Inspection,P3,Closed,Web,2024-11-02 18:45:50,2024-11-04 18:45:50,TECH0010,2.46,171.06,67.47,238.53
WO0005396,AST001095,LOC0012,Inspection,P3,Closed,Web,2024-08-30 18:54:49,2024-09-07 18:54:49,TECH0028,1.19,92.19,45.38,137.57
WO0005397,AST000680,LOC0024,Inspection,P1,Closed,Phone,2023-07-16 13:57:59,2023-07-21 13:57:59,TECH0064,6.38,553.39,121.15,674.54
WO0005398,AST000452,LOC0001,Emergency,P4,Closed,Mobile,2024-06-22 14:36:30,2024-06-30 14:36:30,TECH0020,3.25,211.64,299.54,511.18
WO0005399,AST000121,LOC0017,Emergency,P2,Backlog,Mobile,2024-02-02 19:34:58,,TECH0025,0.82,54.58,415.55,470.13
WO0005400,AST000197,LOC0008,Preventive,P1,Backlog,Mobile,2025-12-17 11:11:33,,TECH0008,4.18,292.1,151.55,443.65
WO0005401,AST000081,LOC0017,Preventive,P2,In Progress,Auto Alert,2024-01-07 23:37:12,,TECH0034,6.61,390.92,271.94,662.86
WO0005402,AST000723,LOC0020,Preventive,P1,Closed,Mobile,2023-08-27 21:44:58,2023-08-29 21:44:58,TECH0014,9.17,525.78,128.19,653.97
WO0005403,AST000519,LOC0018,Corrective,P2,Backlog,Auto Alert,2025-11-02 06:47:59,,TECH0044,13.3,982.2,117.78,1099.98
WO0005404,AST000471,LOC0025,Inspection,P3,Closed,Phone,2023-07-25 08:17:42,2023-08-06 08:17:42,TECH0004,11.29,810.65,169.29,979.94
WO0005405,AST000904,LOC0015,Inspection,P2,In Progress,Phone,2025-09-17 10:10:20,,TECH0028,3.52,221.73,30.19,251.92
WO0005406,AST000385,LOC0017,Corrective,P1,Closed,Mobile,2025-11-20 16:25:50,2025-11-24 16:25:50,TECH0051,7.46,367.97,177.02,544.99
WO0005407,AST000446,LOC0014,Preventive,P3,Closed,Web,2023-12-03 13:18:19,2023-12-16 13:18:19,TECH0033,4.3,187.58,272.74,460.32
WO0005408,AST000749,LOC0024,Corrective,P3,Closed,Mobile,2025-01-24 16:02:23,2025-02-03 16:02:23,TECH0044,4.0,257.09,363.59,620.68
WO0005409,AST000709,LOC0018,Inspection,P4,Closed,Mobile,2025-05-22 10:38:23,2025-05-27 10:38:23,TECH0023,0.86,55.57,39.71,95.28
WO0005410,AST000835,LOC0006,Corrective,P2,Backlog,Auto Alert,2024-08-10 06:04:09,,TECH0068,2.19,136.98,453.56,590.54
WO0005411,AST000795,LOC0015,Preventive,P4,In Progress,Mobile,2025-02-02 04:43:04,,TECH0054,2.87,212.37,137.92,350.29
WO0005412,AST000537,LOC0003,Preventive,P3,Backlog,Phone,2023-05-25 14:16:06,,TECH0012,9.82,659.58,197.74,857.32
WO0005413,AST000440,LOC0022,Corrective,P3,In Progress,Web,2024-07-19 01:17:01,,TECH0061,3.79,171.44,137.62,309.06
WO0005414,AST000334,LOC0025,Corrective,P2,Closed,Mobile,2024-07-15 23:57:13,2024-07-17 23:57:13,TECH0022,10.61,901.76,120.55,1022.31
WO0005415,AST000052,LOC0009,Inspection,P3,Closed,Auto Alert,2024-09-12 06:56:48,2024-09-27 06:56:48,TECH0024,6.49,258.83,28.42,287.25
WO0005416,AST000944,LOC0006,Emergency,P2,In Progress,Phone,2025-10-30 22:07:54,,TECH0045,15.29,909.96,39.15,949.11
WO0005417,AST000716,LOC0025,Preventive,P3,Closed,Phone,2025-06-22 01:16:56,2025-06-25 01:16:56,TECH0034,6.87,377.88,169.16,547.04
WO0005418,AST000777,LOC0002,Preventive,P3,Closed,Auto Alert,2024-10-22 03:59:02,2024-11-06 03:59:02,TECH0039,1.43,99.9,211.37,311.27
WO0005419,AST000939,LOC0003,Corrective,P2,Closed,Web,2024-03-17 15:37:07,2024-03-20 15:37:07,TECH0047,5.29,275.85,196.38,472.23
WO0005420,AST000756,LOC0012,Preventive,P2,In Progress,Web,2024-03-19 01:38:24,,TECH0039,1.17,83.79,105.96,189.75
WO0005421,AST000068,LOC0021,Corrective,P4,In Progress,Phone,2023-01-23 01:58:47,,TECH0011,2.6,160.88,27.1,187.98
WO0005422,AST001103,LOC0013,Preventive,P3,Closed,Web,2024-08-26 10:59:12,2024-08-28 10:59:12,TECH0007,1.3,93.88,120.81,214.69
WO0005423,AST000064,LOC0022,Preventive,P3,Backlog,Auto Alert,2023-10-04 10:37:18,,TECH0041,5.54,227.49,313.2,540.69
WO0005424,AST001196,LOC0017,Inspection,P4,Cancelled,Mobile,2025-08-28 07:53:34,,TECH0002,0.78,49.15,52.98,102.13
WO0005425,AST000256,LOC0013,Preventive,P2,In Progress,Web,2025-04-27 02:41:27,,TECH0058,1.59,114.47,83.76,198.23
WO0005426,AST000056,LOC0014,Inspection,P3,Closed,Mobile,2025-09-26 13:39:46,2025-10-06 13:39:46,TECH0051,2.79,149.7,47.53,197.23
WO0005427,AST001109,LOC0017,Preventive,P3,In Progress,Auto Alert,2025-12-26 10:02:21,,TECH0044,0.64,43.59,178.85,222.44
WO0005428,AST000306,LOC0012,Preventive,P2,Closed,Web,2024-03-14 02:19:01,2024-03-24 02:19:01,TECH0050,16.98,1150.81,83.12,1233.93
WO0005429,AST000795,LOC0015,Preventive,P2,Closed,Auto Alert,2024-04-14 02:04:56,2024-04-26 02:04:56,TECH0028,3.78,255.14,135.49,390.63
WO0005430,AST000973,LOC0006,Preventive,P4,In Progress,Web,2024-10-27 19:50:35,,TECH0002,6.81,418.03,230.12,648.15
WO0005431,AST000460,LOC0005,Preventive,P1,Cancelled,Phone,2024-04-16 09:52:59,,TECH0059,2.23,161.2,113.06,274.26
WO0005432,AST000121,LOC0017,Inspection,P2,Closed,Mobile,2023-11-02 17:26:40,2023-11-16 17:26:40,TECH0059,4.43,303.38,111.36,414.74
WO0005433,AST000324,LOC0011,Emergency,P2,Closed,Mobile,2025-02-13 07:24:25,2025-02-25 07:24:25,TECH0044,13.66,927.52,209.69,1137.21
WO0005434,AST000034,LOC0008,Preventive,P3,Closed,Phone,2024-05-08 22:31:17,2024-05-27 22:31:17,TECH0054,1.68,99.48,144.57,244.05
WO0005435,AST000498,LOC0022,Preventive,P3,Closed,Mobile,2025-10-28 07:42:05,2025-11-08 07:42:05,TECH0006,6.68,368.44,68.37,436.81
WO0005436,AST000396,LOC0016,Preventive,P2,In Progress,Mobile,2023-08-29 18:30:56,,TECH0016,2.77,193.3,131.02,324.32
WO0005437,AST000720,LOC0003,Inspection,P2,Closed,Mobile,2024-04-30 22:53:41,2024-05-11 22:53:41,TECH0015,2.47,143.12,121.83,264.95
WO0005438,AST000946,LOC0021,Preventive,P2,Closed,Phone,2024-08-04 23:05:27,2024-08-05 23:05:27,TECH0040,2.0,158.86,198.4,357.26
WO0005439,AST001016,LOC0004,Preventive,P3,Backlog,Web,2025-09-21 02:16:56,,TECH0049,6.92,590.82,137.23,728.05
WO0005440,AST000493,LOC0004,Inspection,P4,Backlog,Auto Alert,2024-09-25 04:09:02,,TECH0019,2.91,168.59,64.4,232.99
WO0005441,AST000407,LOC0019,Inspection,P2,Backlog,Web,2023-03-17 14:42:13,,TECH0031,4.16,236.18,108.44,344.62
WO0005442,AST000257,LOC0004,Corrective,P3,Closed,Phone,2024-01-05 22:20:57,2024-01-21 22:20:57,TECH0059,6.23,432.53,208.32,640.85
WO0005443,AST000790,LOC0020,Preventive,P3,Backlog,Mobile,2025-08-28 06:26:57,,TECH0026,4.75,323.22,177.82,501.04
WO0005444,AST000205,LOC0015,Corrective,P3,Closed,Web,2023-10-25 23:16:08,2023-11-12 23:16:08,TECH0013,3.05,197.29,209.48,406.77
WO0005445,AST001085,LOC0004,Preventive,P3,Closed,Web,2024-01-09 00:12:10,2024-01-19 00:12:10,TECH0068,6.32,447.22,208.06,655.28
WO0005446,AST000661,LOC0007,Corrective,P1,Closed,Phone,2023-06-15 08:57:10,2023-06-28 08:57:10,TECH0059,4.26,307.0,168.99,475.99
WO0005447,AST001021,LOC0017,Inspection,P3,Cancelled,Phone,2025-02-26 17:45:13,,TECH0068,3.44,197.05,46.83,243.88
WO0005448,AST000422,LOC0017,Preventive,P3,Closed,Web,2023-06-02 19:12:27,2023-06-02 19:12:27,TECH0047,3.49,197.03,93.88,290.91
WO0005449,AST001115,LOC0022,Inspection,P3,Backlog,Phone,2024-02-07 17:58:16,,TECH0048,1.96,90.82,46.83,137.65
WO0005450,AST000756,LOC0012,Corrective,P2,Backlog,Web,2025-02-18 01:11:53,,TECH0013,5.87,282.39,183.32,465.71
WO0005451,AST000560,LOC0004,Inspection,P1,Backlog,Phone,2025-09-07 13:32:13,,TECH0048,5.55,307.86,16.37,324.23
WO0005452,AST000952,LOC0016,Preventive,P2,Closed,Auto Alert,2023-08-31 16:38:48,2023-09-19 16:38:48,TECH0061,7.56,466.06,42.84,508.9
WO0005453,AST000807,LOC0019,Preventive,P2,Closed,Mobile,2023-12-30 17:40:07,2024-01-03 17:40:07,TECH0049,4.89,357.03,22.32,379.35
WO0005454,AST000005,LOC0011,Preventive,P2,Closed,Web,2024-04-24 11:26:48,2024-04-25 11:26:48,TECH0059,8.96,637.44,19.53,656.97
